8,movie,Dark Knight,Action,2008,9,Christopher Nolan,180000000,2.32
6,book,IT,Horror,1986,8.4,Stephen King,Viking Press,1138
4,movie,Bug's Life,Fantasy,1998,7.2,John Lasseter,45000000,1.35
2,book,Misery,Horror,1987,8.2,Stephen King,Viking Press,320
7,movie,Harry Potter,Fantasy,2001,7.6,Chris Columbus,130000000,2.39
5,book,Sand Kings,SciFi,1979,8.4,George R. R. Martin,Dc Comics,208
1,movie,Iron Man,SciFi,2008,7.9,Jon Favreau,140000000,2.06
3,book,The BFG,Kids,1982,8.2,Roald Dahl,Jonathan Cape,208
